CollegeName,CollegeUrl,CollegeLocation,Course1,Course1Fees,Course2,Course2Fees,CollegeRanking,CollegeRating
Sardar Vallabhbhai Patel International School of Textile & Management- [SVPISTM],https://zollege.in/college/178022-sardar-vallabhbhai-patel-international-school-of-textile-and-management-svpistm-coimbatore,"Coimbatore, Tamil Nadu | AICTE Accredited",BBA/BBM,₹ 70 K,MBA/PGDM,₹ 1.46 Lakhs,ranking 170 out of 284 in 2019,
"Andhra University, Dr. B. R. Ambedkar College of law",https://zollege.in/college/168038-andhra-university-dr-b-r-ambedkar-college-of-law-visakhapatnam,"Visakhapatnam, Andhra Pradesh",LLB,₹ 1.92 Lakhs,M.Phil/Ph.D in Law,₹ 3.23 Lakhs,NIRFranking 15 out of 15 in 2019,
University Institute of Engineering and Technology - [UIET],https://zollege.in/college/183874-university-institute-of-engineering-and-technology-uiet-kurukshetra,"Kurukshetra, Haryana | UGC Accredited",BE/B.Tech,₹ 69.25 K,ME/M.Tech,₹ 57.5 K,ranking 194 out of 281 in 2023,
UEI Global,https://zollege.in/college/217342-uei-global-trivandrum,"Trivandrum, Kerala",BHM,₹ 2.53 Lakhs,Diploma in Hotel Management,₹ 1.34 Lakhs,ranking 70 out of 75 in 2023,
Sri Ramachandra Dental College,https://zollege.in/college/215538-sri-ramachandra-dental-college-chennai,"Chennai, Tamil Nadu | DCI Accredited",BDS,₹ 6 Lakhs,MDS,₹ 11.5 Lakhs,ranking 18 out of 61 in 2023,
Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],https://zollege.in/college/174044-rajeev-gandhi-memorial-college-of-engineering-and-technology-nandyal-rgmcet-kurnool,"Kurnool, Andhra Pradesh | AICTE, UGC, NBA Accredited",BE/B.Tech,₹ 69.1 K,ME/M.Tech,₹ 62.8 K,ranking 195 out of 281 in 2023,7.6/10 (12 Reviews)
University of Horticultural Sciences - [UHS],https://zollege.in/university/184952-university-of-horticultural-sciences-uhs-bagalkot,"Bagalkot, Karnataka | ICAR, UGC Accredited",M.Sc (Agriculture),₹ 52.49 K,B.Sc (Agriculture),₹ 39.39 K,,
DAV College,https://zollege.in/college/160213-dav-college-hoshiarpur,"Hoshiarpur, Punjab",BA,₹ 11.83 K,MA,₹ 16.6 K,ranking 37 out of 146 in 2021,
The Oxford College of Engineering,https://zollege.in/college/174789-the-oxford-college-of-engineering-bangalore,"Bangalore, Karnataka | AICTE, UGC, NBA Accredited",BE/B.Tech,₹ 1.3 Lakhs,ME/M.Tech,₹ 75 K,ranking 196 out of 281 in 2023,
Indian Academy Group of Institutions - [IAGI],https://zollege.in/college/187136-indian-academy-group-of-institutions-iagi-bangalore,"Bangalore, Karnataka | AICTE, INC Accredited",B.Sc,₹ 1.92 Lakhs,M.Sc,₹ 1.83 Lakhs,,
Malla Reddy College of Pharmacy - [MRCP],https://zollege.in/college/168996-malla-reddy-college-of-pharmacy-mrcp-secunderabad,"Secunderabad, Telangana | AICTE, PCI, NBA Accredited",B.Pharm,₹ 60 K,M.Phil/Ph.D in Pharmacy,₹ 1.15 Lakhs,NIRFranking 116 out of 125 in 2023,
AJ Institute of Medical Sciences and Research Centre,https://zollege.in/college/169530-aj-institute-of-medical-sciences-and-research-centre-mangalore,"Mangalore, Karnataka | MCI Accredited",MS,₹ 11.5 Lakhs,M.Ch,₹ 15 Lakhs,ranking 22 out of 30 in 2023,5.3/10 (1 Reviews)
Jaipur National University - [JNU],https://zollege.in/university/185140-jaipur-national-university-jnu-jaipur,"Jaipur, Rajasthan | NCTE, AICTE, PCI, MCI, BCI Accredited",BE/B.Tech,₹ 5.47 Lakhs,Diploma in Engineering,₹ 37.6 K,ranking 197 out of 281 in 2023,6.2/10 (14 Reviews)
Abeda Inamdar Senior College,https://zollege.in/college/159384-abeda-inamdar-senior-college-pune,"Pune, Maharashtra | AICTE Accredited",M.Sc,₹ 32.57 K,B.Sc,₹ 21.54 K,ranking 107 out of 110 in 2022,9/10 (2 Reviews)
Nehru Institute of Engineering and Technology - [NIET],https://zollege.in/college/173795-nehru-institute-of-engineering-and-technology-niet-coimbatore,"Coimbatore, Tamil Nadu | AICTE Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 70 K,ranking 199 out of 281 in 2023,9.2/10 (2 Reviews)
Hindusthan College of Engineering and Technology - [HICET],https://zollege.in/college/173048-hindusthan-college-of-engineering-and-technology-hicet-coimbatore,"Coimbatore, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 40 K,ranking 200 out of 281 in 2023,8.9/10 (4 Reviews)
UEI Global,https://zollege.in/college/217323-uei-global-chandigarh,"Chandigarh, Chandigarh",BHM,₹ 3.26 Lakhs,Diploma in Hotel Management,₹ 1.48 Lakhs,ranking 71 out of 75 in 2023,
Sagar Institute of Research & Technology Excellence -[SIRTE],https://zollege.in/college/218519-sagar-institute-of-research-and-technology-excellence-sirte-bhopal,"Bhopal, Madhya Pradesh | AICTE Accredited",BE/B.Tech,₹ 72 K,ME/M.Tech,₹ 60 K,,5.7/10 (1 Reviews)
MVP Samaj's College of Pharmacy,https://zollege.in/college/219487-mvp-samajs-college-of-pharmacy-nashik,"Nashik, Maharashtra | AICTE Accredited",B.Pharm,₹ 90 K,M.Pharm,₹ 80.5 K,NIRFranking 117 out of 125 in 2023,
KS Rangasamy College of Technology,https://zollege.in/college/173266-ks-rangasamy-college-of-technology-namakkal,"Namakkal, Tamil Nadu | NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 50 K,ranking 201 out of 281 in 2023,8.8/10 (2 Reviews)
"Srishti Manipal Institute of Art, Design and Technology",https://zollege.in/college/165003-srishti-manipal-institute-of-art-design-and-technology-bangalore,"Bangalore, Karnataka",B.Des,₹ 5.51 Lakhs,M.Des,₹ 5.18 Lakhs,IIRFranking 24 out of 40 in 2024,
Amity Law School - [ALS],https://zollege.in/college/167908-amity-law-school-als-noida,"Noida, Uttar Pradesh | BCI Accredited",LLB,₹ 13.92 Lakhs,,,ranking 25 out of 70 in 2023,8.2/10 (2 Reviews)
Nehru Arts and Science College -[NASC],https://zollege.in/college/214881-nehru-arts-and-science-college-nasc-coimbatore,"Coimbatore, Tamil Nadu | UGC Accredited",B.Sc,No Fees Found,M.Sc,No Fees Found,NIRFranking 101 out of 200 in 2023,9.8/10 (2 Reviews)
Gandhi Institute for Education and Technology - [GIET],https://zollege.in/college/172847-gandhi-institute-for-education-and-technology-giet-khorda,"Khorda, Orissa | AICTE Accredited",BE/B.Tech,₹ 71 K,ME/M.Tech,₹ 77.5 K,ranking 202 out of 281 in 2023,7.2/10 (12 Reviews)
Integral University,https://zollege.in/university/185271-integral-university-lucknow,"Lucknow, Uttar Pradesh | NCTE, COA, PCI, MCI, IAP Accredited",BE/B.Tech,₹ 1.4 Lakhs,ME/M.Tech,₹ 80 K,NIRFranking 151 out of 200 in 2022,8.2/10 (15 Reviews)
Poddar Management and Technical Campus,https://zollege.in/college/218601-poddar-management-and-technical-campus-jaipur,"Jaipur, Rajasthan | AICTE Accredited",MBA/PGDM,₹ 2 Lakhs,,,ranking 235 out of 284 in 2019,
The Oxford Dental College and Hospital,https://zollege.in/college/167114-the-oxford-dental-college-and-hospital-bangalore,"Bangalore, Karnataka | DCI Accredited",BDS,₹ 6.78 Lakhs,MDS,₹ 6.21 Lakhs,ranking 29 out of 61 in 2023,
Modern College of Pharmacy Nigdi,https://zollege.in/college/169017-modern-college-of-pharmacy-nigdi-pune,"Pune, Maharashtra | AICTE, PCI, UGC Accredited",B.Pharm,₹ 1.15 Lakhs,M.Pharm,₹ 1.15 Lakhs,NIRFranking 118 out of 125 in 2023,6.3/10 (1 Reviews)
Bongaigaon College,https://zollege.in/college/160001-bongaigaon-college-bongaigaon,"Bongaigaon, Assam | UGC Accredited",B.Com,No Fees Found,,,,
Dr. Panjabrao Deshmukh Krishi Vidyapeeth - [PDKV],https://zollege.in/university/185020-dr-panjabrao-deshmukh-krishi-vidyapeeth-pdkv-akola,"Akola, Maharashtra | AICTE, ICAR, UGC Accredited",B.Sc (Agriculture),₹ 25.12 K,M.Sc (Agriculture),₹ 19.1 K,,9.5/10 (2 Reviews)
BLDE Association's AS Patil College of Commerce,https://zollege.in/college/174950-blde-associations-as-patil-college-of-commerce-bijapur,"Bijapur, Karnataka",BBA/BBM,No Fees Found,MBA/PGDM,No Fees Found,ranking 175 out of 178 in 2021,
Alva's College Moodubidire,https://zollege.in/college/216046-alvas-college-moodubidire-dakshin-kannada,"Dakshin Kannada, Karnataka",M.Sc,₹ 10 K,,,ranking 131 out of 146 in 2021,10/10 (1 Reviews)
Madanapalle Institute of Technology & Science -[MITS],https://zollege.in/college/173493-madanapalle-institute-of-technology-and-science-mits-madanapalle,"Madanapalle, Andhra Pradesh | AICTE, UGC, NBA Accredited",BE/B.Tech,₹ 75.7 K,ME/M.Tech,₹ 80.9 K,ranking 205 out of 281 in 2023,7.3/10 (16 Reviews)
"SGT Medical College, Hospital & Research Institute",https://zollege.in/college/216360-sgt-medical-college-hospital-and-research-institute-gurgaon,"Gurgaon, Haryana | UGC Accredited",MBBS,₹ 18 Lakhs,MD,₹ 10.53 Lakhs,ranking 25 out of 30 in 2023,
UEI Global,https://zollege.in/college/217319-uei-global-agra,"Agra, Uttar Pradesh",BHM,₹ 2.53 Lakhs,Diploma in Hotel Management,₹ 1.34 Lakhs,ranking 72 out of 75 in 2023,
Geethanjali College of Engineering and Technology - [GCET] Keesara,https://zollege.in/college/172869-geethanjali-college-of-engineering-and-technology-gcet-keesara-hyderabad,"Hyderabad, Telangana | AICTE, NBA Accredited",BE/B.Tech,₹ 81 K,ME/M.Tech,₹ 65 K,ranking 206 out of 281 in 2023,7.6/10 (8 Reviews)
KSR Institute for Engineering and Technology - [KSRIET],https://zollege.in/college/217098-ksr-institute-for-engineering-and-technology-ksriet-namakkal,"Namakkal, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 60 K,ranking 207 out of 281 in 2023,
"School of Architecture, CMR University - [SOA]",https://zollege.in/college/218700-school-of-architecture-cmr-university-soa-bangalore,"Bangalore, Karnataka | UGC Accredited",B.Arch,₹ 2.5 Lakhs,,,ranking 27 out of 40 in 2023,
Adarsh Institute of Management and Information Technology - [AIMIT],https://zollege.in/college/176402-adarsh-institute-of-management-and-information-technology-aimit-bangalore,"Bangalore, Karnataka | AICTE, UGC Accredited",MBA/PGDM,₹ 6 Lakhs,,,ranking 192 out of 284 in 2019,
Sri Durga Malleswari Siddhartha Mahila Kalasala- [SDMSM],https://zollege.in/college/164049-sri-durga-malleswari-siddhartha-mahila-kalasala-sdmsm-vijayawada,"Vijayawada, Andhra Pradesh",B.Sc,₹ 3.59 K,M.Sc,₹ 10.77 K,ranking 117 out of 197 in 2023,
Asansol Engineering College - [AEC],https://zollege.in/college/172212-asansol-engineering-college-aec-asansol,"Asansol, West Bengal | AICTE Accredited",BE/B.Tech,₹ 1.34 Lakhs,ME/M.Tech,₹ 1.08 Lakhs,ranking 208 out of 281 in 2023,7.2/10 (31 Reviews)
DAV College,https://zollege.in/college/160215-dav-college-jalandhar,"Jalandhar, Punjab | UGC Accredited",BA,₹ 22.41 K,MA,₹ 21.25 K,,6.8/10 (3 Reviews)
ISDI School of Design and Innovation,https://zollege.in/college/219559-isdi-school-of-design-and-innovation-mumbai,"Mumbai, Maharashtra",UG Diploma in Design,₹ 6.91 Lakhs,PG Diploma in Design,₹ 6.05 Lakhs,IIRFranking 27 out of 40 in 2024,
BLDE University,https://zollege.in/university/184916-blde-university-bijapur,"Bijapur, Karnataka | MCI, UGC Accredited",M.Sc (Medicine),₹ 62 K,M.Phil/Ph.D in Medicine,₹ 1.01 Lakhs,NIRFranking 106 out of 201 in 2023,9/10 (1 Reviews)
Stani Memorial College of Engineering & Technology - [SMCET],https://zollege.in/college/174659-stani-memorial-college-of-engineering-and-technology-smcet-jaipur,"Jaipur, Rajasthan | AICTE Accredited",BE/B.Tech,₹ 74.5 K,,,ranking 209 out of 281 in 2023,
PES College of Engineering - [PESCOE],https://zollege.in/college/173874-pes-college-of-engineering-pescoe-aurangabad,"Aurangabad, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 3.4 Lakhs,ME/M.Tech,₹ 77.5 K,,
Rajarambapu College of Pharmacy,https://zollege.in/college/218484-rajarambapu-college-of-pharmacy-sangli,"Sangli, Maharashtra | AICTE, PCI Accredited",B.Pharm,₹ 90 K,M.Pharm,₹ 80 K,NIRFranking 120 out of 125 in 2023,
KLE Society's Law College,https://zollege.in/college/168166-kle-societys-law-college-bangalore,"Bangalore, Karnataka | BCI Accredited",Graduate Certificate in Law,₹ 7.5 K,LLB,₹ 90 K,ranking 26 out of 70 in 2023,5.7/10 (1 Reviews)
UEI Global,https://zollege.in/college/217335-uei-global-lucknow,"Lucknow, Uttar Pradesh",BHM,₹ 3.26 Lakhs,Diploma in Hotel Management,₹ 1.48 Lakhs,ranking 73 out of 75 in 2023,
Atharva Institute of Management Studies - [AIMS],https://zollege.in/college/215777-atharva-institute-of-management-studies-aims-mumbai,"Mumbai, Maharashtra | AICTE Accredited",MMS,₹ 63.89 K,MBA/PGDM,₹ 4.1 Lakhs,ranking 171 out of 284 in 2019,8.7/10 (1 Reviews)
I.T.S Dental College,https://zollege.in/college/166962-its-dental-college-ghaziabad,"Ghaziabad, Uttar Pradesh",BDS,No Fees Found,MDS,No Fees Found,ranking 19 out of 61 in 2023,
Maturi Venkata Subba Rao Engineering College - [MVSREC],https://zollege.in/college/188093-maturi-venkata-subba-rao-engineering-college-mvsrec-hyderabad,"Hyderabad, Telangana | AICTE Accredited",BE/B.Tech,₹ 1.29 Lakhs,ME/M.Tech,₹ 1.08 Lakhs,ranking 212 out of 281 in 2023,7.4/10 (18 Reviews)
Indian Institute of Horticultural Research - [IIHR],https://zollege.in/college/165960-indian-institute-of-horticultural-research-iihr-bangalore,"Bangalore, Karnataka",M.Phil/Ph.D in Agriculture,₹ 8.85 K,,,,
Sri Manakula Vinayagar Engineering College - [SVMEC],https://zollege.in/college/216103-sri-manakula-vinayagar-engineering-college-svmec-pondicherry,"Pondicherry, Puducherry | AICTE, NBA Accredited",BE/B.Tech,₹ 40 K,ME/M.Tech,₹ 20.45 K,ranking 213 out of 281 in 2023,7.8/10 (3 Reviews)
S. V. Institute of Management - [SVIM],https://zollege.in/college/177957-s-v-institute-of-management-svim-kadi,"Kadi, Gujarat | AICTE, NBA Accredited",BBA/BBM,₹ 69.5 K,MBA/PGDM,₹ 1.04 Lakhs,ranking 248 out of 284 in 2019,
Shobhit University,https://zollege.in/university/216309-shobhit-university-gangoh,"Gangoh, Uttar Pradesh | NCTE, AICTE, PCI, CCIM, BCI Accredited",M.Sc,₹ 36.2 K,B.Sc,₹ 26.2 K,ranking 41 out of 50 in 2020,7/10 (2 Reviews)
Heritage Institute of Medical Sciences - [HIMS],https://zollege.in/college/219073-heritage-institute-of-medical-sciences-hims-varanasi,"Varanasi, Uttar Pradesh | MCI Accredited",MBBS,₹ 14.07 Lakhs,MD,₹ 14.64 Lakhs,ranking 29 out of 30 in 2023,7.7/10 (1 Reviews)
Finolex Academy of Management and Technology - [FAMT],https://zollege.in/college/172786-finolex-academy-of-management-and-technology-famt-ratnagiri,"Ratnagiri, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 92 K,M.Phil/Ph.D in Engineering,₹ 1.02 Lakhs,ranking 214 out of 281 in 2023,8.3/10 (1 Reviews)
Doaba College,https://zollege.in/college/160433-doaba-college-jalandhar,"Jalandhar, Punjab",B.Sc,₹ 27.65 K,M.Sc,₹ 27.56 K,,
"Bharati Vidyapeeth University, Institute of Management and Rural Development Administration - [IMRDA]",https://zollege.in/college/216960-bharati-vidyapeeth-university-institute-of-management-and-rural-development-administration-imrda-sangli,"Sangli, Maharashtra | UGC Accredited",BBA/BBM,₹ 15 K,MBA/PGDM,₹ 75 K,,
Sacred Heart College (Autonomous) - [SHC],https://zollege.in/college/214899-sacred-heart-college-autonomous-shc-tiruppattur,"Tiruppattur, Tamil Nadu",B.Sc,₹ 1.95 K,M.Sc,₹ 21.95 K,NIRFranking 42 out of 200 in 2023,8.3/10 (1 Reviews)
DY Patil College of Engineering and Technology - [DYPCET],https://zollege.in/college/172626-dy-patil-college-of-engineering-and-technology-dypcet-kolhapur,"Kolhapur, Maharashtra | AICTE, NBA Accredited",BE/B.Tech,₹ 1.14 Lakhs,ME/M.Tech,₹ 30.37 K,ranking 215 out of 281 in 2023,8/10 (2 Reviews)
UEI Global,https://zollege.in/college/217333-uei-global-jaipur,"Jaipur, Rajasthan",BHM,₹ 3.26 Lakhs,Diploma in Hotel Management,₹ 1.48 Lakhs,ranking 74 out of 75 in 2023,
Narasaraopeta Engineering College - [NEC],https://zollege.in/college/173747-narasaraopeta-engineering-college-nec-guntur,"Guntur, Andhra Pradesh | AICTE, NBA Accredited",BE/B.Tech,₹ 60.4 K,ME/M.Tech,₹ 62 K,ranking 216 out of 281 in 2023,8.4/10 (15 Reviews)
Sree Vidyanikethan College of Pharmacy - [SVCP],https://zollege.in/college/169363-sree-vidyanikethan-college-of-pharmacy-svcp-tirupati,"Tirupati, Andhra Pradesh | AICTE Accredited",B.Pharm,₹ 52 K,M.Pharm,₹ 64 K,NIRFranking 122 out of 125 in 2023,
Nopany Institute of Management Studies - [NIMS],https://zollege.in/college/219430-nopany-institute-of-management-studies-nims-kolkata,"Kolkata, West Bengal",Bachelor of Physiotherapy(BPT),₹ 1.27 Lakhs,Master of Physiotherapy(MPT),₹ 3.79 Lakhs,ranking 139 out of 146 in 2021,
Shri Ram Institute of Technology - [SRIT],https://zollege.in/college/174412-shri-ram-institute-of-technology-srit-jabalpur,"Jabalpur, Madhya Pradesh | AICTE, NBA Accredited",BE/B.Tech,₹ 63 K,ME/M.Tech,₹ 60 K,ranking 217 out of 281 in 2023,7.3/10 (7 Reviews)
"Institute of Design, Planning & Technology - [IDPT SCET]",https://zollege.in/college/222297-institute-of-design-planning-and-technology-idpt-scet-surat,"Surat, Gujarat | AICTE Accredited",B.Des,₹ 1.1 Lakhs,M.Des,₹ 1.01 Lakhs,IIRFranking 21 out of 40 in 2024,
Gopal Narayan Singh University - [GNSU],https://zollege.in/university/219238-gopal-narayan-singh-university-gnsu-sasaram,"Sasaram, Bihar | NCTE, DCI, AICTE, PCI, INC Accredited",B.Sc (Medicine),₹ 50 K,UG Diploma in Medical,₹ 35 K,ranking 30 out of 30 in 2023,
"CMR University, School of Legal Studies - [SLS]",https://zollege.in/college/216060-cmr-university-school-of-legal-studies-sls-bangalore,"Bangalore, Karnataka | BCI Accredited",LLM,₹ 1.2 Lakhs,LLB,₹ 1.5 Lakhs,ranking 27 out of 65 in 2021,5.3/10 (1 Reviews)
Vedavyasa Institute of Technology,https://zollege.in/college/183906-vedavyasa-institute-of-technology-malappuram,"Malappuram, Kerala | AICTE Accredited",BE/B.Tech,₹ 1.24 Lakhs,ME/M.Tech,₹ 1 Lakhs,ranking 218 out of 281 in 2023,
Rathinam Technical Campus - [RTC],https://zollege.in/college/216641-rathinam-technical-campus-rtc-coimbatore,"Coimbatore, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 60 K,ME/M.Tech,₹ 50 K,ranking 219 out of 281 in 2023,9.2/10 (2 Reviews)
T John College - [TJC],https://zollege.in/college/218224-t-john-college-tjc-bangalore,"Bangalore, Karnataka",BBA/BBM,₹ 88.7 K,MBA/PGDM,₹ 2.68 Lakhs,ranking 82 out of 146 in 2021,
ESIC Dental College and Hospital,https://zollege.in/college/218130-esic-dental-college-and-hospital-new-delhi,"New Delhi, Delhi NCR",BDS,₹ 4.8 Lakhs,,,ranking 20 out of 61 in 2023,
Sri Venkateswara University - [SVU],https://zollege.in/university/184700-sri-venkateswara-university-svu-tirupati,"Tirupati, Andhra Pradesh | UGC Accredited",M.Sc,₹ 12.76 K,M.Phil/Ph.D in Science,₹ 11.81 K,NIRFranking 60 out of 201 in 2023,8.9/10 (5 Reviews)
Goreswar College,https://zollege.in/college/160743-goreswar-college-baksa,"Baksa, Assam | UGC Accredited",BA,₹ 6.11 K,,,,
Erode Sengunthar Engineering College,https://zollege.in/college/172771-erode-sengunthar-engineering-college-perundurai,"Perundurai, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 55 K,ME/M.Tech,₹ 50 K,ranking 220 out of 281 in 2023,
Bihar Agricultural University - [BAU] Sabour,https://zollege.in/university/184726-bihar-agricultural-university-bau-sabour-bhagalpur,"Bhagalpur, Bihar | ICAR, UGC Accredited",B.Sc (Agriculture),₹ 13 K,M.Sc (Agriculture),₹ 11.62 K,,
UEI Global,https://zollege.in/college/217338-uei-global-pune,"Pune, Maharashtra",BHM,₹ 3.26 Lakhs,Diploma in Hotel Management,₹ 1.48 Lakhs,ranking 75 out of 75 in 2023,
Dr Rajendra Prasad Government Medical College - [RPGMC],https://zollege.in/college/169728-dr-rajendra-prasad-government-medical-college-rpgmc-kangra,"Kangra, Himachal Pradesh | MCI Accredited",MBBS,₹ 60 K,MD,₹ 31.5 K,ranking 37 out of 55 in 2021,7.7/10 (3 Reviews)
Rajshree Institute of Management and Technology - [RIMT],https://zollege.in/college/174059-rajshree-institute-of-management-and-technology-rimt-bareilly,"Bareilly, Uttar Pradesh | AICTE Accredited",BE/B.Tech,₹ 51.4 K,ME/M.Tech,₹ 61.3 K,ranking 222 out of 281 in 2023,
Srinivasa Ramanujan Institute of Technology - [SRIT],https://zollege.in/college/174623-srinivasa-ramanujan-institute-of-technology-srit-anantapur,"Anantapur, Andhra Pradesh | AICTE Accredited",BE/B.Tech,₹ 50.2 K,ME/M.Tech,₹ 35 K,ranking 223 out of 281 in 2023,7.9/10 (8 Reviews)
Kanpur Institute of Technology - [KIT],https://zollege.in/college/173299-kanpur-institute-of-technology-kit-kanpur,"Kanpur, Uttar Pradesh | AICTE, PCI Accredited",BE/B.Tech,₹ 55 K,Diploma in Engineering,₹ 30 K,ranking 224 out of 281 in 2023,8.1/10 (5 Reviews)
